sequence_id,sp,scaffold_base,propeptide,nglyc,protein_length
sp_SPalpA__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPalpA,glaA_KR_3xAla,none,nglyc_native,274
sp_SPalpA__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,280
sp_SPalpA__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_KR_3xAla,short_kex2_pro,nglyc_native,280
sp_SPalpA__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,282
sp_SPalpA__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,282
sp_SPalpA__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA,glaA_KR_pts1ok,none,nglyc_ablated,271
sp_SPalpA__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPalpA,glaA_KR_pts1ok,none,nglyc_native,271
sp_SPalpA__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,277
sp_SPalpA__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,277
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,285
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,285
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_3xAla,none,nglyc_ablated,274
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_3xAla,none,nglyc_native,274
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,280
sp_SPalpA__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,280
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,282
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,282
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_pts1ok,none,nglyc_ablated,271
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_pts1ok,none,nglyc_native,271
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,277
sp_SPalpA__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,277
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,282
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,282
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA,tandem_KEX2_pts1ok,none,nglyc_ablated,271
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPalpA,tandem_KEX2_pts1ok,none,nglyc_native,271
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,277
sp_SPalpA__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,277
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,299
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,299
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPalpA_pro,direct_3xAla_pts1blk,none,nglyc_ablated,288
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPalpA_pro,direct_3xAla_pts1blk,none,nglyc_native,288
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,294
sp_SPalpA_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,294
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,302
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_native,302
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,direct_his6_pts1ok,none,nglyc_ablated,291
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,direct_his6_pts1ok,none,nglyc_native,291
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,297
sp_SPalpA_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_native,297
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,296
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_native,296
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,direct_natag_pts1ok,none,nglyc_ablated,285
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,direct_natag_pts1ok,none,nglyc_native,285
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,291
sp_SPalpA_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_native,291
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,299
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,299
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_3xAla,none,nglyc_ablated,288
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_3xAla,none,nglyc_native,288
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,294
sp_SPalpA_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,294
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,296
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,296
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_pts1ok,none,nglyc_ablated,285
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_pts1ok,none,nglyc_native,285
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,291
sp_SPalpA_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,291
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,299
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_native,299
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_3xAla,none,nglyc_ablated,288
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_KR_3xAla,none,nglyc_native,288
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,294
sp_SPalpA_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_native,294
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,296
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,296
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_pts1ok,none,nglyc_ablated,285
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_KR_pts1ok,none,nglyc_native,285
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,291
sp_SPalpA_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,291
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,299
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,299
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_3xAla,none,nglyc_ablated,288
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_3xAla,none,nglyc_native,288
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,294
sp_SPalpA_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,294
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,296
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,296
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_pts1ok,none,nglyc_ablated,285
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_pts1ok,none,nglyc_native,285
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,291
sp_SPalpA_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,291
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,296
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPalpA_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,296
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPalpA_pro,tandem_KEX2_pts1ok,none,nglyc_ablated,285
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPalpA_pro,tandem_KEX2_pts1ok,none,nglyc_native,285
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPalpA_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,291
sp_SPalpA_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPalpA_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,291
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,284
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,284
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPamyB,direct_3xAla_pts1blk,none,nglyc_ablated,273
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPamyB,direct_3xAla_pts1blk,none,nglyc_native,273
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,279
sp_SPamyB__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,279
sp_SPamyB__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,287
sp_SPamyB__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,direct_his6_pts1ok,long_kex2_pro,nglyc_native,287
sp_SPamyB__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPamyB,direct_his6_pts1ok,none,nglyc_ablated,276
sp_SPamyB__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPamyB,direct_his6_pts1ok,none,nglyc_native,276
sp_SPamyB__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,282
sp_SPamyB__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,direct_his6_pts1ok,short_kex2_pro,nglyc_native,282
sp_SPamyB__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,281
sp_SPamyB__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,direct_natag_pts1ok,long_kex2_pro,nglyc_native,281
sp_SPamyB__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPamyB,direct_natag_pts1ok,none,nglyc_ablated,270
sp_SPamyB__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPamyB,direct_natag_pts1ok,none,nglyc_native,270
sp_SPamyB__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,276
sp_SPamyB__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,direct_natag_pts1ok,short_kex2_pro,nglyc_native,276
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,284
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,284
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_3xAla,none,nglyc_ablated,273
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPamyB,glaA_KRGGG_3xAla,none,nglyc_native,273
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,279
sp_SPamyB__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,279
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,281
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,281
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_pts1ok,none,nglyc_ablated,270
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPamyB,glaA_KRGGG_pts1ok,none,nglyc_native,270
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,276
sp_SPamyB__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,276
sp_SPamyB__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,284
sp_SPamyB__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KR_3xAla,long_kex2_pro,nglyc_native,284
sp_SPamyB__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPamyB,glaA_KR_3xAla,none,nglyc_ablated,273
sp_SPamyB__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPamyB,glaA_KR_3xAla,none,nglyc_native,273
sp_SPamyB__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,279
sp_SPamyB__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KR_3xAla,short_kex2_pro,nglyc_native,279
sp_SPamyB__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPamyB,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,281
sp_SPamyB__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPamyB,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,281
sp_SPamyB__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPamyB,glaA_KR_pts1ok,none,nglyc_ablated,270
